product_id,created_at,title,price,old_price,description,avg_vote_rate,num_votes,labels,related_products,sizes.in_stock,sizes.out_of_stock,features.product_type,features.producer,features.collections,features.age,features.ground_type,features.type_of_class,features.upper,features.type_of_binding,features.boots_with_sock,features.collection,features.color,features.plays_in_these_boots,features.manufacturers_data,features.team,category_name,category_id,features.ball_size,features.connecting_type,features.weigh,features.league
273,2025-04-10T21:36:41.167902+02:00,Cleats Nike Phantom Luna Ii Elite Fg - Black,159.99,279.99,"Step into a new day and show the world what you're made of. A bright, iridescent plate, futuristic graphics and vibrant colors reminiscent of a gradient sunrise evoke the powerful female game. This is a power that can unite us on and off the pitch. We've taken feedback from athletes to provide the traction you need to play fast and confidently. That's what football is all about after all. The studs designed with craftsmanship in mind allow for precise turns when the game picks up speed and give a national flair.Traction on the pitchThe Nike Cyclone 360 pattern allows for quick and agile movements that give you confidence to dynamically change direction and feel secure when the game picks up speed.Better touchNike Gripknit is a grippy material that provides better ball touch. It covers the first two laces and the increased surface area improves ball control. Additionally, it conforms to the shape of your foot and provides consistent traction in both wet and dry conditions. The embossed micro-texture works with the Gripknit technology to conform to your foot and give you even better ball touch.Proper fit and stabilityThe asymmetrical lacing allows for a larger contact area when dribbling, passing and scoring. The modified lacing pattern increases the adjustability in the midfoot area, making it easier to fit those with a flatter or higher arch. The asymmetrical Flyknit collar provides a snug fit. The subtle drawcords in the collars allow for better ball contact with the ground around the ankle when receiving and passing.",4.8,21.0,['Sale'],"[196683, 195142, 194476, 194471, 191684, 191683, 184807]","['39', '40.5', '42.5']","['36', '36.5', '37.5', '38', '38.5', '40', '41', '42', '43', '44', '44.5', '45', '45.5', '46']",Football Boots,Nike,Nike Phantom Luna,"Men, Women",Firm Ground (Fg),Professional,Synthetic,Shoelace,Yes,Nike Shadow Pack 2024,Black,,"Global Distributor Of Nike, Inc. 5701 West Slaughter Lane, Bldg A130 Austin Tx 78749, Us Tel.1-888-588-8834, Info@Athleteps.Com",,boots,1,,,,
274,2025-04-10T21:36:41.167902+02:00,Cleats Nike Phantom Gx Ii Elite Ag-Pro - Black,196.99,259.99,"Are you passionate about improving your game? These shoes were created just for you. In the midst of the chaos of the game, with your exceptional ball skills and elegance, you effortlessly find your way on the crucial part of the field. Achieve your goals in the Phantom GX 2 Elite shoes. The innovative Nike Gripknit material covering the front of the shoe, combined with Nike Cyclone 360 traction technology, makes control and agility easier. We create Elite shoes for both you and the biggest soccer stars, to provide the highest quality equipment, because you expect excellence from yourself and your footwear.Unmatched TouchNike Gripknit is a special, sticky material that provides excellent ball contact. It covers the front of the shoe, allowing for precise and clean strikes. This material perfectly molds to the shape of the foot and provides excellent grip in various weather conditions. The additional texture works with Gripknit to increase comfort and control during ball strikes.Fast and Secure TractionThe Nike Cyclone 360 traction pattern supports fast and secure movements, improving agility during turns and increasing safety as the intensity of the game rises.Comfortable FitThe asymmetrical lacing increases the surface area for ball contact during dribbling, passing, and shooting. The modified lacing system allows for better adjustment to the midfoot, suitable for players with different foot types. The Flyknit material ensures a snug fit and maintains the shape of the shoe, providing comfort around the collar.",5.0,1.0,[],"[196667, 194676]","['39', '40', '40.5', '41']","['42', '42.5', '43', '44', '44.5', '45', '45.5', '46']",Football Boots,Nike,Nike Phantom Gx,Men,Artificial Grass (Ag/Tf),Professional,Synthetic,Shoelace,No,Nike Shadow Pack 2024,Black,,"Global Distributor Of Nike, Inc. 5701 West Slaughter Lane, Bldg A130 Austin Tx 78749, Us Tel.1-888-588-8834, Info@Athleteps.Com",,boots,1,,,,
275,2025-04-10T21:36:41.167902+02:00,Cleats Nike Phantom Gx Ii Elite Sg-Pro Anti Clog - Black,177.99,269.99,"Do you have an obsession with perfecting your craft? The Nike Phantom GX Elite cleats are made for you and the world's biggest stars to give you the highest quality because you demand perfection from yourself and your footwear. Equipped with revolutionary Nike Gripknit technology, these cleats provide better ball contact in an intuitive construction that has been designed to optimize performance both on strike and close control. This version has Anti-Clog Traction on the forefoot, helping to prevent mud build-up.Nike Gripknit is a sticky material that provides better ball contact. It covers the first two laces, taking up a larger surface area so you have a bigger area responsible for ball control. It molds to the shape of your foot and provides even grip in wet and dry conditions.Asymmetry in the collar and heel provides comfort. Soft elements in the heel make the break-in process easier and help reduce irritation and pressure without compromising stability and structure.The three-star studs work with the flexible grooves in the forefoot to help quickly change direction.",4.5,2.0,[],"[194477, 193249, 191691, 184521]","['39', '40', '40.5', '41', '42', '42.5', '45.5']","['43', '44', '44.5', '45', '46']",Football Boots,Nike,Nike Phantom Gx,Men,Soft Ground (Sg/Sg-Pro),Professional,Synthetic,Shoelace,No,Nike Shadow Pack 2024,Black,,"Global Distributor Of Nike, Inc. 5701 West Slaughter Lane, Bldg A130 Austin Tx 78749, Us Tel.1-888-588-8834, Info@Athleteps.Com",,boots,1,,,,
284,2025-04-10T21:36:41.167902+02:00,Cleats Adidas F50 Elite Sg - Black,183.99,260.0,"Release the speed with adidas F50. Designed for maximum utilization of acceleration, movement and speed. The thin Fibertouch upper in these super lightweight adidas Elite football boots features a special Compression Fit Tunnel construction that locks in the foot, as well as a 3D Sprintweb texture that grips the foot. The flexible Sprintframe 360 outsole adds energy when accelerating on soft surfaces.This product is made with at least 20% recycled materials. Reusing secondary materials helps reduce the amount of plastic waste generated and reduces dependence on shrinking raw material resources. This also reduces the carbon footprint of adidas products.",5.0,6.0,[],"[199628, 197623, 190208, 190206]","['40', '40 2/3', '41 1/3', '42']","['39 1/3', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3']",Football Boots,Adidas,Adidas F50,Men,Soft Ground (Sg/Sg-Pro),Professional,Synthetic,Shoelace,No,Adidas Dark Spark,Black,,"Adidas, Hoogoorddreef 9A, Amsterdam 1101 Ba, Nl",,boots,1,,,,
277,2025-04-10T21:36:41.167902+02:00,Cleats Nike Tiempo Legend 10 Elite Sg-Pro Anti Clog - Black,172.99,259.99,"Even legends undergo constant changes. The latest version of these Elite boots is made from a completely new, technologically advanced Flytouch Plus leather. It is softer than natural leather, so it adapts to the foot and, together with the All Conditions Control elements (grippy texture even on rainy days), will help you set the pace of the game. The Legend 10 boots are lighter and slimmer than any other Tiempo model, making them suitable for playing any position - whether you pass the ball through the defensive line with watchmaker precision or fend off a quick attack from the opposing team. The Anti-Clog Traction solution applied to the sole plate protects against mud sticking.Better feelDo you see those microscopic dots on the upper? They support the ball contact area for passing, shooting and dribbling, giving the boots a slimmer look. Another advantage is the lack of additional lining. All these elements make the boots provide the control over the ball you need on the field. The foam pads from the Tiempo 9 have been reduced so that the foot can be even closer to the ball. Instead, special lines are embossed on the boots. The All Conditions Control (ACC) technology adds texture for increased grip, so you can move confidently in any weather conditions.Natural fitThe technologically advanced Flytouch Plus leather is unbelievably soft. It helps the boots fit perfectly to the foot, providing comfort without excessive stretching of the material. The Flyknit material around the ankle gives a feeling of secure fit.Grip on the fieldThe sole plate connects the conical studs on the heel, providing optimal grip and stability when braking and changing direction in any conditions.",5.0,4.0,[],"[194474, 191628, 191626, 184490, 161486, 161476]","['39', '40', '40.5', '41', '42', '42.5', '43']","['44', '44.5', '45', '45.5', '46']",Football Boots,Nike,Nike Tiempo,Men,Soft Ground (Sg/Sg-Pro),Professional,Leather,Shoelace,No,Nike Shadow Pack 2024,Black,,"Global Distributor Of Nike, Inc. 5701 West Slaughter Lane, Bldg A130 Austin Tx 78749, Us Tel.1-888-588-8834, Info@Athleteps.Com",,boots,1,,,,
278,2025-04-10T21:36:41.167902+02:00,Cleats Nike Tiempo Legend 10 Elite Fg - Black,165.99,249.99,"Even legends evolve. The latest version of these Elite boots is made from a completely new, technologically advanced Flytouch Plus leather. It's softer than natural leather, so it moulds to your foot and, combined with All Conditions Control elements (grippy texture even in wet days) it will help you set the pace of the game. The Legend 10 boots are lighter and sleeker than any other Tiempo model, so they're suitable for any position – whether you're passing the ball through the defence with watchmaker precision or fending off a quick attack from the opposing team.Better touchSee those microscopic dots on the upper? They help the ball-to-boot contact area for passing, shooting and dribbling. That's why the boots have a sleeker look. Another plus is the lack of extra padding. All these elements make the boots provide the control over the ball you need on the pitch. The foam pads from the Tiempo 9 have been reduced so your foot can be even closer to the ball. Instead, special lines have been embossed on the boots. The All Conditions Control (ACC) technology adds texture for increased grip, so you can move confidently in any weather conditions.Natural fitThe technologically advanced Flytouch Plus leather is unbelievably soft. It helps the boots fit your foot perfectly, providing comfort without overstretching the material. The Flyknit material around the ankle gives a secure fit feeling.Grip on the pitchThe plate connects the conical studs on the heel, providing optimal grip and stability when braking and changing direction in any conditions.",4.3,13.0,[],"[196676, 195140, 194473, 194468, 191625, 191623]","['39', '40', '40.5', '41', '42', '42.5']","['43', '44', '44.5', '45', '45.5', '46']",Football Boots,Nike,Nike Tiempo,Men,Firm Ground (Fg),Professional,Leather,Shoelace,No,Nike Shadow Pack 2024,Black,,"Global Distributor Of Nike, Inc. 5701 West Slaughter Lane, Bldg A130 Austin Tx 78749, Us Tel.1-888-588-8834, Info@Athleteps.Com",,boots,1,,,,
279,2025-04-10T21:36:41.167902+02:00,Cleats Nike Tiempo Legend 10 Elite Ag-Pro - Black,141.99,249.99,"Football boots on artificial turfEven legends are subject to constant change. Now, for the first time in history, the Tiempo model is made of advanced leather technology providing better ball feel and perfect fit. It is lighter, sleeker and more modern than any other version and has been designed for every position on the pitch. It will allow you to pass the ball through the defensive line with watchmaker precision as well as repel the opponent's quick attack.Soft to the touchThe new advanced leather upper is incredibly soft, allowing the boots to mould to the foot, providing a natural ball feel without stretching the material after long hours of play.Sleekness and lightnessThe foam cushions of the Tiempo 9 have been reduced so that the foot can be even closer to the ball. Instead, special lines are embossed on the boots. Microscopic dots support the ball contact area for passes, shots and dribbling. This gives the boots a more sleek look. The lack of additional lining does not affect the ball control you need on the pitch.Stop and startThe plate combines different shapes of studs in the heel area: flat ones that increase stability and conical ones that provide better grip when braking.Speed and freedomThe Flyknit material around the ankle is comfortable and flexible.The All Conditions Control (ACC) finish ensures reliable ball feel in both dry and wet weather.The plastic plates with profiled studs are designed for artificial surfaces that mimic the look and feel of playing on grass.",3.0,2.0,"['Sale', 'Last Chance']","[195122, 193268, 191630]",['39'],"['40', '40.5', '41', '42', '42.5', '43', '44', '44.5', '45', '45.5', '46']",Football Boots,Nike,Nike Tiempo,Men,Artificial Grass (Ag/Tf),Professional,Leather,Shoelace,No,Nike Shadow Pack 2024,Black,,"Global Distributor Of Nike, Inc. 5701 West Slaughter Lane, Bldg A130 Austin Tx 78749, Us Tel.1-888-588-8834, Info@Athleteps.Com",,boots,1,,,,
280,2025-04-10T21:36:41.167902+02:00,Cleats Adidas Predator Elite Ft Fg - Black,196.99,280.0,"When you have a goal in sight, adidas Predator turns pressure into full precision. The HybridTouch 2.0 flexible upper in these Elite football boots features grippy Strikeskin elements and a foldable tongue, making precise shots easier. The adidas PRIMEKNIT collar locks in the foot, while the Controlframe 2.0 outsole provides stability on soft surfaces.By using recycled materials, materials that have already been created are reused, helping to reduce the amount of waste generated. Choosing renewable materials means less dependence on dwindling resources. Products are made from a blend of recycled and renewable materials, with a total content of at least 20%.",4.8,4.0,['Last Chance'],"[198980, 197910, 197897, 197896, 197895, 197894]",['39 1/3'],"['40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46']",Football Boots,Adidas,Adidas Predator,Men,Firm Ground (Fg),Professional,Synthetic,Shoelace,No,Adidas Dark Spark,Black,Jude Bellingham,"Adidas, Hoogoorddreef 9A, Amsterdam 1101 Ba, Nl",,boots,1,,,,
281,2025-04-10T21:36:41.167902+02:00,Cleats Adidas Predator Elite Ll Fg - Black,189.99,270.0,"When you have a view to score a goal, adidas Predator turns pressure into full precision. Rubber fins Strikeskin, strategically placed on the laceless HybridTouch 2.0 upper in these Elite football boots, dig into the ball, ensuring shot accuracy. The adidas PRIMEKNIT collar locks in the foot, while the Controlframe 2.0 outsole provides dominance on natural surfaces.By using recycled materials, adidas once again utilizes materials that have already been created, helping to reduce the amount of waste generated. Choosing renewable materials means less dependence on dwindling resources. adidas products are made from a blend of recycled and renewable materials, with a total content of at least 20%.",5.0,2.0,[],"[192312, 190238, 190235, 185745, 185742]","['39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3']","['44', '44 2/3', '45 1/3', '46']",Football Boots,Adidas,Adidas Predator,Men,Firm Ground (Fg),Professional,Synthetic,Lack,No,Adidas Dark Spark,Black,Jude Bellingham,"Adidas, Hoogoorddreef 9A, Amsterdam 1101 Ba, Nl",,boots,1,,,,
282,2025-04-10T21:36:41.167902+02:00,Cleats Adidas Predator Elite Fg - Black,156.99,260.0,"When you have a view to score a goal, adidas Predator turns pressure into full precision. Rubber Strikeskin elements, strategically placed on the flexible HybridTouch 2.0 upper of these Elite football boots, dig into the ball, ensuring shot accuracy. The adidas PRIMEKNIT collar locks in the foot, while the Controlframe 2.0 outsole provides dominance on natural surfaces.By using recycled materials, adidas once again utilizes materials that have already been created, helping to reduce the amount of waste generated. Choosing renewable materials means less dependence on dwindling resources. adidas products are made from a blend of recycled and renewable materials, with a total content of at least 20%.",4.9,10.0,['Sale'],"[199548, 199547, 199546, 198972, 197891, 190221]","['39 1/3', '40', '41 1/3', '42']","['40 2/3', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46']",Football Boots,Adidas,Adidas Predator,Men,Firm Ground (Fg),Professional,Synthetic,Shoelace,No,Adidas Dark Spark,Black,Jude Bellingham,"Adidas, Hoogoorddreef 9A, Amsterdam 1101 Ba, Nl",,boots,1,,,,
285,2025-04-10T21:36:41.167902+02:00,Cleats Adidas Copa Pure Ii Elite Fg - Black,138.99,230.0,"From head straight to shoes and back. Stay connected to the ball at every level with adidas Copa Pure 2 shoes. High-performance details and classic elements come together in these comfortable Elite soccer shoes. The quilted front part of the foot made of Fusionskin leather ensures a soft touch on the ball. The specialized outsole for playing on natural surfaces makes it easier to play on dry, natural grass.This product is made from at least 20% recycled materials. Reusing secondary materials helps reduce the amount of plastic waste generated and become less dependent on shrinking raw material resources. This also reduces the carbon footprint of the products.",4.6,6.0,"['Sale', 'Last Chance']","[190197, 190196, 190190, 190189, 185738, 185735, 180350]","['39 1/3', '40', '42']","['40 2/3', '41 1/3', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46']",Football Boots,Adidas,Adidas Copa,Men,Firm Ground (Fg),Professional,Leather,Shoelace,No,Adidas Dark Spark,Black,Paulo Dybala,"Adidas, Hoogoorddreef 9A, Amsterdam 1101 Ba, Nl",,boots,1,,,,
286,2025-04-10T21:36:41.167902+02:00,Cleats Puma Future 7 Ultimate Bna Fg/Ag - Navy Blue,180.99,240.0,"This edition of FUTURE Neymar Jr. BNA celebrates Brazilian playmakers, with colors and graphics inspired by the great football nation. These shoes feature a redesigned upper, combining PWRPRINT and PWRTAPE technologies with an extra stretchy knit and soft double mesh, providing adaptive fit for the new generation. The Dynamic Motion System ensures grip and agility, allowing for quick changes of direction and pace. By wearing FUTURE, you are the future. Create your masterpiece.The upper of this shoe is made of at least 20% recycled material.",5.0,2.0,[],[],"['40.5', '41', '42', '42.5', '44.5', '45']","['35.5', '36', '37', '37.5', '38', '38.5', '39', '40', '43', '44', '46', '46.5', '47', '48.5']",Football Boots,Puma,Puma Future,Men,"Firm Ground (Fg), Artificial Grass (Ag/Tf)",Professional,Synthetic,Shoelace,Yes,Puma Neymar Jr Bna,Navy Blue,Neymar Jr,"Puma Se, Puma Way 1, 91074 Herzogenaurach, De",,boots,1,,,,
287,2025-04-10T21:36:41.167902+02:00,Cleats Puma Future 7 Ultimate Goalkeeper Fg/Ag - Pink,132.99,240.0,"Players, feel what the FUTURE is all about. The FUTURE 7 ULTIMATE shoes have a redesigned upper that combines PWRPRINT and PWRTAPE technologies with an exceptionally flexible knit and soft double mesh, providing next-generation fit. In this version, we focus on defenders, appreciating the role they play on the field - especially the one with number 1. The shoes feature a pattern inspired by silicone prints on goalkeeper gloves.FUZIONFIT360: combines advanced mesh, flexible knit, PWRPRINT and two layers of PWRTAPE to provide perfect fit, support and unmatched freedom of movement.PWRTAPE: localized reinforcement of the upper for support and durabilityDynamic Motion System: super lightweight outsole for freedom of movement and better grip in multiple directions thanks to advanced stud configuration.The upper of this shoe is made of at least 20% recycled materials.",5.0,1.0,"['Sale', 'Exclusive']",[],"['40', '40.5', '41', '42', '42.5', '44', '44.5', '46']","['35.5', '36', '37', '37.5', '38', '38.5', '39', '43', '45', '46.5', '47', '48.5']",Football Boots,Puma,Puma Future,Men,"Firm Ground (Fg), Artificial Grass (Ag/Tf)",Professional,Synthetic,Shoelace,Yes,Puma Future Goalkeeper,Pink,,"Puma Se, Puma Way 1, 91074 Herzogenaurach, De",,boots,1,,,,
288,2025-04-10T21:36:41.167902+02:00,Cleats Puma Future 7 Ultimate Volume Up Fg/Ag - White,132.99,240.0,"Make some noise with VOLUME UP! This collection features incredibly eye-catching versions of the latest ULTRA 5 ULTIMATE model, celebrating creativity, freedom, and self-expression on the football field. These shoes have a redesigned upper that combines PWRPRINT and PWRTAPE technologies with highly elastic knit and soft double mesh, providing next-generation fit. The Dynamic Motion System technology ensures exceptional grip and agility, useful for quick turns and changes of pace. When you wear the FUTURE, you are the FUTURE. Start creating.FUZIONFIT360: combines advanced mesh, elastic knit, PWRPRINT, and two layers of PWRTAPE to provide perfect fit, support, and unmatched freedom of movement.PWRTAPE: localized reinforcement of the upper for support and durabilityDynamic Motion System: super lightweight outsole for freedom of movement and better grip in multiple directions thanks to advanced stud configuration.The upper of this shoe is made of at least 20% recycled material.",5.0,8.0,"['Sale', 'Last Chance']",[],['44.5'],"['35.5', '36', '37', '37.5', '38', '38.5', '39', '40', '40.5', '41', '42', '42.5', '43', '44', '45', '46', '46.5', '47', '48.5']",Football Boots,Puma,Puma Future,Men,"Firm Ground (Fg), Artificial Grass (Ag/Tf)",Professional,Synthetic,Shoelace,Yes,Puma Volume Up Pack,White,Neymar Jr,"Puma Se, Puma Way 1, 91074 Herzogenaurach, De",,boots,1,,,,
289,2025-04-10T21:36:41.167902+02:00,Cleats Puma Ultra 5 Ultimate Volume Up Fg - White,132.99,240.0,"Make some noise with VOLUME UP! This collection includes impressive versions of our latest FUTURE, ULTRA, and KING models. With a creative approach, we celebrate creativity, freedom, and self-expression on the football field.ACCELERATION: The SPEEDSYSTEM outsole utilizes high-performance fibers and a breakthrough stud system, maximizing energy return and providing better acceleration.TRACTION: The FastTrax stud construction uses academic research and traction studies to provide better grip during acceleration, sudden changes of direction, and braking.STABILITY: The PWRTAPE SQD supportive construction stabilizes the foot inside the shoe without limiting agility and freedom of movement.The upper of this shoe is made from at least 30% recycled material.",4.9,8.0,['Sale'],"[197555, 188029, 188028, 188027, 188026, 187989]","['40', '41', '44.5']","['35.5', '36', '37', '37.5', '38', '38.5', '39', '40.5', '42', '42.5', '43', '44', '45', '46', '46.5', '47', '48.5']",Football Boots,Puma,Puma Ultra,Men,"Firm Ground (Fg), Artificial Grass (Ag/Tf)",Professional,Synthetic,Shoelace,No,Puma Volume Up Pack,White,,"Puma Se, Puma Way 1, 91074 Herzogenaurach, De",,boots,1,,,,
290,2025-04-10T21:36:41.167902+02:00,Cleats Puma King Ultimate Volume Up Fg/Ag - Sky Blue,126.99,230.0,"Let everyone know: a new KING has arrived in the city. These shoes definitely deserve their name. They have a K-BETTER™ upper made of animal-free material and a GRIPCONTROL 3D construction on the medial side, which provides better control and ball feel. This version is part of the VOLUME UP collection, inspired by creativity, freedom, and self-expression on the field.K-BETTER™: Better without leather. The K-BETTER™ upper made of animal-free material provides better feel, comfort, and durability, for which the KING model is known.GripControl 3D: textured pattern for better ball control",5.0,2.0,['Sale'],"[197554, 187958, 187957, 187956, 187955]","['39', '40', '40.5', '41', '42', '43', '44', '44.5', '46']","['35.5', '36', '37', '37.5', '38', '38.5', '42.5', '45', '46.5', '47', '48.5']",Football Boots,Puma,Puma King,Men,"Firm Ground (Fg), Artificial Grass (Ag/Tf)",Professional,Synthetic,Shoelace,No,Puma Volume Up Pack,Sky Blue,,"Puma Se, Puma Way 1, 91074 Herzogenaurach, De",,boots,1,,,,
291,2025-04-10T21:36:41.167902+02:00,Cleats Puma Future 7 Ultimate Mxsg - Blue,132.99,240.0,"Players, feel what the FUTURE is. These shoes have a redesigned upper that combines PWRPRINT and PWRTAPE technologies with an exceptionally flexible knit and soft double mesh, providing a next-generation fit. When you wear the FUTURE, you are the FUTURE. Start creating it.The upper of this shoe is made of at least 20% recycled material.",5.0,3.0,['Sale'],"[187987, 187986]","['39', '40', '40.5', '41', '42', '42.5', '43', '44', '44.5', '46']","['35.5', '36', '37', '37.5', '38', '38.5', '45', '46.5', '47', '48.5']",Football Boots,Puma,Puma Future,Men,Soft Ground (Sg/Sg-Pro),Professional,Synthetic,Shoelace,Yes,Puma Formula Pack,Blue,Neymar Jr,"Puma Se, Puma Way 1, 91074 Herzogenaurach, De",,boots,1,,,,
292,2025-04-10T21:36:41.167902+02:00,Cleats Puma Future 7 Ultimate Low Fg/Ag - Blue,126.99,230.0,"Players, feel what the FUTURE is. These shoes have a redesigned upper that combines PWRPRINT and PWRTAPE technologies with an exceptionally flexible knit and soft double mesh, providing a next-generation fit. The Dynamic Motion System technology ensures incredible grip and agility, useful during quick cuts and changes of pace. When you wear the FUTURE, you are the FUTURE. Start creating it.The upper of this shoe is made of at least 20% recycled materials.",5.0,4.0,['Sale'],"[187971, 187970]","['39', '40', '40.5', '41', '42', '42.5', '43', '44', '44.5', '45', '46']","['35.5', '36', '37', '37.5', '38', '38.5', '46.5', '47', '48.5']",Football Boots,Puma,Puma Future,Men,"Firm Ground (Fg), Artificial Grass (Ag/Tf)",Professional,Synthetic,Shoelace,Yes,Puma Formula Pack,Blue,Neymar Jr,"Puma Se, Puma Way 1, 91074 Herzogenaurach, De",,boots,1,,,,
293,2025-04-10T21:36:41.167902+02:00,Cleats Puma Ultra 5 Ultimate Mxsg - Navy Blue,132.99,240.0,"Lace up, which means tie your shoelaces. In the new ULTRA shoes, you will feel what speed and unparalleled performance are. This precisely designed model is equipped with a completely new SPEEDSYSTEM outsole, so you will find yourself under the goal incredibly quickly. It will be a game at full speed.The upper of this shoe is made of at least 50% recycled material.",5.0,2.0,['Sale'],"[187984, 187983]","['39', '40', '40.5', '41', '42', '42.5', '43', '44', '44.5', '45', '46', '46.5']","['35.5', '36', '37', '37.5', '38', '38.5', '47', '48.5']",Football Boots,Puma,Puma Ultra,Men,Soft Ground (Sg/Sg-Pro),Professional,Synthetic,Shoelace,No,Puma Formula Pack,Navy Blue,,"Puma Se, Puma Way 1, 91074 Herzogenaurach, De",,boots,1,,,,
294,2025-04-10T21:36:41.167902+02:00,Cleats Puma Ultra 5 Ultimate Ag - Navy Blue,126.99,230.0,,,,['Sale'],[187975],"['41', '42', '43', '44', '44.5', '45', '46']","['39', '40', '40.5', '42.5', '46.5', '47', '48.5']",Football Boots,Puma,Puma Ultra,Men,"Firm Ground (Fg), Artificial Grass (Ag/Tf)",Professional,Synthetic,Shoelace,No,Puma Formula Pack,Navy Blue,,"Puma Se, Puma Way 1, 91074 Herzogenaurach, De",,boots,1,,,,
296,2025-04-10T21:36:41.167902+02:00,Cleats Puma King Ultimate Mxsg - White,126.99,230.0,"Let everyone know: a new KING has arrived in the city. This football boot deserves its name thanks to the combination of the upper made of animal-free material K-BETTER™ and the GripControl 3D structure on the inner side, providing better ball control and a touch worthy of a king. The rightful successor is here.K-BETTER™: Better without leather. The K-BETTER™ upper material, not derived from animals, offers a new and improved version of the signature touch, comfort, and durability of the KING model.GripControl 3D: Ribbed structure for better ball control.",5.0,2.0,['Sale'],"[188041, 188039]","['39', '40', '40.5', '41', '42', '42.5', '43', '44', '44.5']","['45', '46', '46.5', '47']",Football Boots,Puma,Puma King,Men,Soft Ground (Sg/Sg-Pro),Professional,Synthetic,Shoelace,No,Puma Formula Pack,White,,"Puma Se, Puma Way 1, 91074 Herzogenaurach, De",,boots,1,,,,
297,2025-04-10T21:36:41.167902+02:00,Cleats Puma King Ultimate Fg/Ag - White,121.99,220.0,"Let everyone know: a new KING has arrived in the city. These shoes definitely deserve their name. They have an upper made of animal-free material K-BETTER™ and a GRIPCONTROL 3D construction on the medial side, which provides better control and ball feel. Shoes fit for a KING. Welcome the worthy successor.The upper of this shoe is made of at least 30% recycled material.",4.5,2.0,['Sale'],"[197554, 187972, 187958, 187957, 187955]","['38.5', '39', '40', '40.5', '41', '42', '42.5', '43', '44', '44.5', '45', '46', '46.5']","['35.5', '36', '37', '37.5', '38', '47', '48.5']",Football Boots,Puma,Puma King,Men,"Firm Ground (Fg), Artificial Grass (Ag/Tf)",Professional,Synthetic,Shoelace,No,Puma Formula Pack,White,,"Puma Se, Puma Way 1, 91074 Herzogenaurach, De",,boots,1,,,,
298,2025-04-10T21:36:41.167902+02:00,Cleats Puma Future 7 Ultimate Fg/Ag - White,126.99,230.0,"Players, feel what the FUTURE is. These shoes have a redesigned upper that combines PWRPRINT and PWRTAPE technologies with an exceptionally flexible knit and soft double mesh, providing a next-generation fit. The Dynamic Motion System technology ensures incredible grip and agility, useful during quick cuts and changes of pace. When you wear the FUTURE, you are the FUTURE. Start creating it.The upper of this shoe is made of at least 20% recycled material.",4.3,4.0,"['Sale', 'Exclusive']","[197553, 188044, 188043, 188042]","['40', '40.5', '46']","['35.5', '36', '37', '37.5', '38', '38.5', '39', '41', '42', '42.5', '43', '44', '44.5', '45', '46.5', '47', '48.5']",Football Boots,Puma,Puma Future,Men,"Firm Ground (Fg), Artificial Grass (Ag/Tf)",Professional,Synthetic,Shoelace,Yes,Puma White Pack,White,Neymar Jr,"Puma Se, Puma Way 1, 91074 Herzogenaurach, De",,boots,1,,,,
299,2025-04-10T21:36:41.167902+02:00,Cleats Puma Future 7 Ultimate Mxsg - Black,132.99,240.0,"Players, feel what the FUTURE is. These shoes have a redesigned upper that combines PWRPRINT and PWRTAPE technologies with an exceptionally flexible knit and soft double mesh, providing a next-generation fit. When you wear the FUTURE, you are the FUTURE. Start creating it.The upper of this shoe is made of at least 20% recycled material.",5.0,1.0,['Sale'],"[187987, 187985]","['39', '40', '40.5', '41', '42', '42.5', '44.5']","['35.5', '36', '37', '37.5', '38', '38.5', '43', '44', '45', '46', '46.5', '47', '48.5']",Football Boots,Puma,Puma Future,Men,Soft Ground (Sg/Sg-Pro),Professional,Synthetic,Shoelace,Yes,Puma Black Pack,Black,Lionel Messi,"Puma Se, Puma Way 1, 91074 Herzogenaurach, De",,boots,1,,,,
300,2025-04-10T21:36:41.167902+02:00,Cleats Puma Future 7 Ultimate Low Fg/Ag - Black,126.99,230.0,"Players, feel what the FUTURE is. These shoes have a redesigned upper that combines PWRPRINT and PWRTAPE technologies with an exceptionally flexible knit and soft double mesh, providing a next-generation fit. The Dynamic Motion System technology ensures incredible grip and agility, useful during quick cuts and changes of pace. When you wear the FUTURE, you are the FUTURE. Start creating it.The upper of this shoe is made of at least 20% recycled materials.",,,['Sale'],"[187971, 187969]","['39', '40', '40.5', '42', '42.5', '43', '44.5', '46']","['35.5', '36', '37', '37.5', '38', '38.5', '41', '44', '45', '46.5', '47', '48.5']",Football Boots,Puma,Puma Future,Men,"Firm Ground (Fg), Artificial Grass (Ag/Tf)",Professional,Synthetic,Shoelace,Yes,Puma Black Pack,Black,Neymar Jr,"Puma Se, Puma Way 1, 91074 Herzogenaurach, De",,boots,1,,,,
